dim_0,air_temperature,barometric_pressure,driver_timestamp,eastward_wind_velocity,longwave_irradiance,northward_wind_velocity,pkt_format_id,pkt_version,port_timestamp,precipitation,preferred_timestamp,quality_flag,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,stream_name
320,6.657,986.19,3722267189.79,12.36,311.5,-2.53,JSON_Data,1,3702346429.38,51.6,port_timestamp,ok,74.384,3.5022,7.663,2.8,metbk_a_dcl_instrument
321,6.634,985.92,3722267189.79,11.47,312.3,-1.82,JSON_Data,1,3702346462.58,51.22,port_timestamp,ok,74.104,3.5023,7.662,2.9,metbk_a_dcl_instrument
322,6.71,985.85,3722267189.79,11.51,314.0,-2.41,JSON_Data,1,3702346526.98,51.4,port_timestamp,ok,74.898,3.5023,7.669,3.0,metbk_a_dcl_instrument
323,6.627,986.33,3722267189.79,12.97,314.0,-3.9,JSON_Data,1,3702346591.24,51.48,port_timestamp,ok,73.174,3.5022,7.663,3.0,metbk_a_dcl_instrument
324,6.529,985.85,3722267189.79,13.2,314.0,-2.23,JSON_Data,1,3702346655.48,51.78,port_timestamp,ok,69.172,3.5019,7.662,2.9,metbk_a_dcl_instrument
325,6.589,985.64,3722267189.79,13.58,314.0,-2.18,JSON_Data,1,3702346719.75,51.46,port_timestamp,ok,70.317,3.5018,7.66,2.8,metbk_a_dcl_instrument
326,6.597,986.61,3722267189.79,12.79,316.4,-2.64,JSON_Data,1,3702346784.01,53.08,port_timestamp,ok,71.409,3.5021,7.663,2.9,metbk_a_dcl_instrument
327,6.672,986.12,3722267189.79,11.43,311.5,-0.7,JSON_Data,1,3702346848.82,51.04,port_timestamp,ok,73.794,3.502,7.67,2.8,metbk_a_dcl_instrument
328,6.612,985.92,3722267189.79,10.27,305.0,-1.9,JSON_Data,1,3702346882.57,51.43,port_timestamp,ok,73.249,3.5021,7.665,2.8,metbk_a_dcl_instrument
329,6.507,986.54,3722267189.79,12.61,293.4,-2.03,JSON_Data,1,3702346946.83,51.58,port_timestamp,ok,70.628,3.502,7.664,2.6,metbk_a_dcl_instrument
330,6.499,985.5,3722267189.79,11.26,287.3,-0.85,JSON_Data,1,3702347011.18,51.51,port_timestamp,ok,69.999,3.502,7.665,2.2,metbk_a_dcl_instrument
331,6.461,985.98,3722267189.79,12.89,284.4,-0.93,JSON_Data,1,3702347075.5,51.16,port_timestamp,ok,69.362,3.5022,7.665,2.3,metbk_a_dcl_instrument
332,6.416,986.12,3722267189.79,12.88,273.8,1.85,JSON_Data,1,3702347302.59,51.81,port_timestamp,ok,70.241,3.5023,7.663,1.9,metbk_a_dcl_instrument
333,6.416,985.78,3722267189.79,13.13,272.6,-1.15,JSON_Data,1,3702347366.97,50.88,port_timestamp,ok,70.901,3.5022,7.667,1.9,metbk_a_dcl_instrument
334,6.371,986.19,3722267189.79,10.82,271.8,-1.52,JSON_Data,1,3702347431.22,51.2,port_timestamp,ok,71.098,3.5024,5.993,1.9,metbk_a_dcl_instrument
335,6.379,985.92,3722267189.79,12.27,271.1,-0.84,JSON_Data,1,3702347495.45,51.22,port_timestamp,ok,71.705,3.5022,7.665,1.7,metbk_a_dcl_instrument
336,6.379,986.12,3722267189.79,11.03,270.0,-0.57,JSON_Data,1,3702347559.7,51.6,port_timestamp,ok,71.235,3.5023,7.667,1.7,metbk_a_dcl_instrument
337,6.356,986.12,3722267189.79,11.7,270.1,0.16,JSON_Data,1,3702347623.95,51.43,port_timestamp,ok,70.939,3.5022,7.665,1.8,metbk_a_dcl_instrument
338,6.333,986.19,3722267189.79,11.18,271.5,1.01,JSON_Data,1,3702347688.19,51.29,port_timestamp,ok,71.31,3.502,7.663,1.9,metbk_a_dcl_instrument
339,6.446,986.26,3722267189.79,9.47,271.6,-0.2,JSON_Data,1,3702347722.55,51.39,port_timestamp,ok,74.225,3.5021,7.666,1.8,metbk_a_dcl_instrument
340,6.333,986.26,3722267189.79,10.78,271.6,-1.1,JSON_Data,1,3702347783.38,51.25,port_timestamp,ok,71.652,3.5022,7.67,2.0,metbk_a_dcl_instrument
341,6.379,985.92,3722267189.79,11.0,271.6,0.15,JSON_Data,1,3702347847.83,51.46,port_timestamp,ok,71.394,3.5019,7.664,1.9,metbk_a_dcl_instrument
342,6.348,986.33,3722267189.79,11.5,271.6,-0.2,JSON_Data,1,3702347912.08,51.72,port_timestamp,ok,71.682,3.502,7.665,1.8,metbk_a_dcl_instrument
343,6.439,986.19,3722267189.79,10.31,283.6,0.47,JSON_Data,1,3702347976.43,51.7,port_timestamp,ok,74.036,3.5017,7.664,1.9,metbk_a_dcl_instrument
344,6.461,985.92,3722267189.79,9.57,287.8,-0.99,JSON_Data,1,3702348040.71,51.81,port_timestamp,ok,74.346,3.5022,7.784,2.0,metbk_a_dcl_instrument
345,6.386,986.54,3722267189.79,10.86,282.7,-2.03,JSON_Data,1,3702348203.15,50.85,port_timestamp,ok,72.318,3.5019,7.661,2.2,metbk_a_dcl_instrument
346,6.401,986.05,3722267189.79,10.52,280.4,-1.53,JSON_Data,1,3702348269.05,51.01,port_timestamp,ok,71.848,3.5018,7.662,2.1,metbk_a_dcl_instrument
347,6.484,986.26,3722267189.79,11.15,281.2,-1.81,JSON_Data,1,3702348335.39,50.98,port_timestamp,ok,73.953,3.5019,7.663,2.2,metbk_a_dcl_instrument
348,6.484,986.05,3722267189.79,10.19,282.2,-1.19,JSON_Data,1,3702348399.62,51.54,port_timestamp,ok,74.498,3.502,7.664,2.2,metbk_a_dcl_instrument
349,6.499,986.54,3722267189.79,8.92,281.7,-2.31,JSON_Data,1,3702348463.86,51.79,port_timestamp,ok,73.983,3.5021,7.666,2.1,metbk_a_dcl_instrument
350,6.499,986.26,3722267189.79,11.17,281.3,-0.37,JSON_Data,1,3702348529.86,51.35,port_timestamp,ok,73.817,3.5024,7.671,2.0,metbk_a_dcl_instrument
351,6.446,985.98,3722267189.79,10.62,281.7,-1.74,JSON_Data,1,3702348563.45,51.58,port_timestamp,ok,72.045,3.5021,7.666,2.2,metbk_a_dcl_instrument
352,6.522,986.12,3722267189.79,11.03,279.6,-1.66,JSON_Data,1,3702348627.95,51.3,port_timestamp,ok,72.765,3.5024,7.668,2.1,metbk_a_dcl_instrument
353,6.484,986.19,3722267189.79,11.99,279.7,-0.79,JSON_Data,1,3702348692.71,51.22,port_timestamp,ok,70.317,3.5021,7.668,2.1,metbk_a_dcl_instrument
354,6.567,986.54,3722267189.79,10.47,278.8,-1.95,JSON_Data,1,3702348756.95,51.21,port_timestamp,ok,72.644,3.5021,7.667,2.2,metbk_a_dcl_instrument
355,6.537,986.26,3722267189.79,10.63,278.0,-1.5,JSON_Data,1,3702348821.19,51.15,port_timestamp,ok,71.424,3.5021,7.669,2.2,metbk_a_dcl_instrument
356,6.604,985.98,3722267189.79,11.0,276.8,-2.44,JSON_Data,1,3702348885.53,50.89,port_timestamp,ok,72.144,3.5022,7.671,2.3,metbk_a_dcl_instrument
357,6.604,985.64,3722267189.79,11.51,277.0,-3.07,JSON_Data,1,3702349111.47,51.84,port_timestamp,ok,70.408,3.5027,7.666,2.2,metbk_a_dcl_instrument
358,6.702,985.92,3722267189.79,11.44,274.8,-2.24,JSON_Data,1,3702349175.71,51.25,port_timestamp,ok,72.901,3.5025,7.666,2.2,metbk_a_dcl_instrument
359,6.695,986.19,3722267189.79,9.42,274.8,-0.68,JSON_Data,1,3702349239.94,51.49,port_timestamp,ok,74.142,3.5025,7.665,2.1,metbk_a_dcl_instrument
360,6.627,986.33,3722267189.79,10.25,272.3,-1.09,JSON_Data,1,3702349304.17,51.07,port_timestamp,ok,72.454,3.5023,7.667,2.1,metbk_a_dcl_instrument
361,6.71,985.92,3722267189.79,10.09,271.1,-2.53,JSON_Data,1,3702349368.4,51.5,port_timestamp,ok,72.485,3.5025,7.668,2.1,metbk_a_dcl_instrument
362,6.589,985.98,3722267189.79,10.7,271.1,-1.23,JSON_Data,1,3702349402.57,51.12,port_timestamp,ok,69.066,3.5021,7.664,2.0,metbk_a_dcl_instrument
363,6.604,985.98,3722267189.79,9.25,268.4,-1.4,JSON_Data,1,3702349466.82,51.28,port_timestamp,ok,68.421,3.5022,7.666,2.1,metbk_a_dcl_instrument
364,6.702,986.12,3722267189.79,10.82,268.0,-1.54,JSON_Data,1,3702349531.14,51.54,port_timestamp,ok,69.308,3.5024,7.669,2.1,metbk_a_dcl_instrument
365,6.702,986.26,3722267189.79,11.26,267.3,-1.45,JSON_Data,1,3702349598.11,51.46,port_timestamp,ok,68.421,3.5028,7.673,1.9,metbk_a_dcl_instrument
366,6.68,986.54,3722267189.79,10.08,265.6,-2.36,JSON_Data,1,3702349660.45,51.6,port_timestamp,ok,67.388,3.5028,7.672,2.0,metbk_a_dcl_instrument
367,6.687,986.12,3722267189.79,10.9,266.0,-1.92,JSON_Data,1,3702349724.83,51.57,port_timestamp,ok,66.894,3.5028,7.672,2.0,metbk_a_dcl_instrument
368,6.68,985.64,3722267189.79,11.64,264.0,-2.5,JSON_Data,1,3702349789.22,51.59,port_timestamp,ok,65.861,3.5029,7.672,2.1,metbk_a_dcl_instrument
369,6.717,986.26,3722267189.79,11.06,259.9,-1.93,JSON_Data,1,3702350017.6,51.74,port_timestamp,ok,67.228,3.5025,7.667,1.7,metbk_a_dcl_instrument
370,6.755,985.92,3722267189.79,10.78,260.6,-1.49,JSON_Data,1,3702350082.43,51.25,port_timestamp,ok,68.967,3.502,7.664,1.9,metbk_a_dcl_instrument
371,6.793,986.05,3722267189.79,8.82,260.6,-2.12,JSON_Data,1,3702350146.67,51.25,port_timestamp,ok,71.106,3.5021,7.665,1.8,metbk_a_dcl_instrument
372,6.747,985.98,3722267189.79,9.32,260.6,-1.37,JSON_Data,1,3702350211.25,51.45,port_timestamp,ok,70.082,3.5024,7.67,1.7,metbk_a_dcl_instrument
373,6.687,986.4,3722267189.79,11.33,260.6,-2.48,JSON_Data,1,3702350243.52,50.78,port_timestamp,ok,68.276,3.5021,7.666,1.6,metbk_a_dcl_instrument
374,6.717,985.98,3722267189.79,11.33,257.1,-3.37,JSON_Data,1,3702350307.75,51.72,port_timestamp,ok,68.496,3.5022,7.669,1.7,metbk_a_dcl_instrument
375,6.717,985.98,3722267189.79,10.56,257.4,-2.89,JSON_Data,1,3702350373.39,51.1,port_timestamp,ok,67.889,3.5023,7.667,1.6,metbk_a_dcl_instrument
376,6.747,986.12,3722267189.79,11.63,257.2,-1.27,JSON_Data,1,3702350437.62,51.18,port_timestamp,ok,68.428,3.5025,7.673,1.8,metbk_a_dcl_instrument
377,6.732,986.19,3722267189.79,10.14,256.7,-2.59,JSON_Data,1,3702350502.45,51.18,port_timestamp,ok,68.094,3.502,7.668,1.7,metbk_a_dcl_instrument
378,6.755,985.92,3722267189.79,11.48,256.6,-3.35,JSON_Data,1,3702350566.69,51.41,port_timestamp,ok,68.253,3.5016,7.663,1.7,metbk_a_dcl_instrument
379,6.74,985.92,3722267189.79,11.55,256.9,-3.05,JSON_Data,1,3702350630.95,51.48,port_timestamp,ok,68.109,3.5025,7.671,1.6,metbk_a_dcl_instrument
380,6.725,985.85,3722267189.79,10.47,256.2,-2.66,JSON_Data,1,3702350663.11,51.35,port_timestamp,ok,68.679,3.5022,7.669,1.5,metbk_a_dcl_instrument
381,6.732,986.12,3722267189.79,10.06,256.6,-2.25,JSON_Data,1,3702350920.9,51.34,port_timestamp,ok,70.886,3.5026,7.671,1.5,metbk_a_dcl_instrument
382,6.71,985.85,3722267189.79,11.42,256.9,-2.88,JSON_Data,1,3702350985.48,52.99,port_timestamp,ok,68.618,3.5027,7.674,1.6,metbk_a_dcl_instrument
383,6.747,985.64,3722267189.79,10.49,256.8,-2.98,JSON_Data,1,3702351049.73,51.13,port_timestamp,ok,70.067,3.5024,7.671,1.5,metbk_a_dcl_instrument
384,6.74,986.26,3722267189.79,11.06,257.0,-2.89,JSON_Data,1,3702351082.61,52.01,port_timestamp,ok,70.598,3.5022,7.668,1.7,metbk_a_dcl_instrument
385,6.74,985.71,3722267189.79,10.25,257.4,-3.88,JSON_Data,1,3702351147.84,52.44,port_timestamp,ok,70.871,3.5022,7.669,1.6,metbk_a_dcl_instrument
386,6.755,985.78,3722267189.79,10.15,256.5,-1.65,JSON_Data,1,3702351212.18,51.04,port_timestamp,ok,71.947,3.5022,7.668,1.6,metbk_a_dcl_instrument
387,6.725,985.43,3722267189.79,10.92,257.6,-2.23,JSON_Data,1,3702351276.44,51.56,port_timestamp,ok,70.386,3.5025,7.673,1.5,metbk_a_dcl_instrument
388,6.755,985.57,3722267189.79,9.87,257.6,-3.24,JSON_Data,1,3702351341.09,51.39,port_timestamp,ok,71.242,3.5026,7.673,1.4,metbk_a_dcl_instrument
389,6.74,985.98,3722267189.79,9.19,257.6,-2.58,JSON_Data,1,3702351405.32,51.63,port_timestamp,ok,71.5,3.5026,7.675,1.6,metbk_a_dcl_instrument
390,6.732,985.78,3722267189.79,11.22,257.5,-2.08,JSON_Data,1,3702351470.15,51.17,port_timestamp,ok,69.923,3.5037,7.678,1.4,metbk_a_dcl_instrument
391,6.717,985.98,3722267189.79,11.04,258.3,-3.3,JSON_Data,1,3702351502.51,51.28,port_timestamp,ok,69.415,3.5032,7.675,1.6,metbk_a_dcl_instrument
392,6.755,985.64,3722267189.79,11.56,258.7,-3.96,JSON_Data,1,3702351566.93,51.67,port_timestamp,ok,69.278,3.5035,7.677,1.5,metbk_a_dcl_instrument
393,6.853,985.98,3722267189.79,9.61,261.0,-1.55,JSON_Data,1,3702351828.55,50.73,port_timestamp,ok,72.977,3.5031,7.673,1.7,metbk_a_dcl_instrument
394,6.838,985.71,3722267189.79,10.63,262.3,-2.5,JSON_Data,1,3702351862.5,51.12,port_timestamp,ok,72.772,3.5037,7.679,1.6,metbk_a_dcl_instrument
395,6.785,985.85,3722267189.79,9.61,262.8,-3.14,JSON_Data,1,3702351926.74,51.78,port_timestamp,ok,70.689,3.5035,7.676,1.8,metbk_a_dcl_instrument
396,6.86,986.26,3722267189.79,11.81,262.6,-2.13,JSON_Data,1,3702351991.03,51.37,port_timestamp,ok,72.462,3.5027,7.669,1.8,metbk_a_dcl_instrument
397,6.845,986.12,3722267189.79,10.7,263.6,-1.8,JSON_Data,1,3702352055.33,51.38,port_timestamp,ok,72.205,3.5031,7.673,1.9,metbk_a_dcl_instrument
398,6.823,986.33,3722267189.79,10.41,263.9,-3.13,JSON_Data,1,3702352119.81,51.71,port_timestamp,ok,71.182,3.5026,7.668,2.0,metbk_a_dcl_instrument
399,6.83,985.64,3722267189.79,10.98,264.2,-2.6,JSON_Data,1,3702352184.11,51.48,port_timestamp,ok,71.652,3.5029,7.67,1.9,metbk_a_dcl_instrument
400,6.853,986.4,3722267189.79,11.54,265.1,-2.34,JSON_Data,1,3702352248.46,51.55,port_timestamp,ok,72.356,3.503,7.672,1.8,metbk_a_dcl_instrument
401,6.823,986.19,3722267189.79,9.71,268.3,-3.2,JSON_Data,1,3702352282.5,52.11,port_timestamp,ok,72.106,3.5027,7.672,1.7,metbk_a_dcl_instrument
402,6.83,985.98,3722267189.79,10.51,272.4,-1.19,JSON_Data,1,3702352346.73,51.54,port_timestamp,ok,72.098,3.5029,7.673,1.9,metbk_a_dcl_instrument
403,6.875,985.98,3722267189.79,10.86,275.5,-3.63,JSON_Data,1,3702352411.16,51.73,port_timestamp,ok,72.735,3.5031,7.678,1.9,metbk_a_dcl_instrument
404,6.86,985.98,3722267189.79,10.83,282.3,-3.5,JSON_Data,1,3702352475.43,52.53,port_timestamp,ok,72.56,3.503,7.679,2.0,metbk_a_dcl_instrument
405,6.883,986.4,3722267189.79,10.77,310.2,-2.37,JSON_Data,1,3702352702.5,52.6,port_timestamp,ok,72.598,3.5029,7.676,2.4,metbk_a_dcl_instrument
406,6.868,985.98,3722267189.79,11.65,323.2,-0.81,JSON_Data,1,3702352766.88,51.5,port_timestamp,ok,72.924,3.5028,7.676,2.4,metbk_a_dcl_instrument
407,6.935,985.85,3722267189.79,10.89,331.8,-3.54,JSON_Data,1,3702352831.25,52.04,port_timestamp,ok,74.596,3.5028,7.676,2.5,metbk_a_dcl_instrument
408,6.868,986.47,3722267189.79,13.52,334.4,-2.71,JSON_Data,1,3702352895.9,52.62,port_timestamp,ok,73.469,3.5024,7.673,2.0,metbk_a_dcl_instrument
409,6.65,985.85,3722267189.79,12.95,331.2,-4.45,JSON_Data,1,3702352961.05,52.55,port_timestamp,ok,74.331,3.5029,7.675,1.6,metbk_a_dcl_instrument
410,6.266,985.92,3722267189.79,15.86,329.9,-1.23,JSON_Data,1,3702353025.3,52.4,port_timestamp,ok,76.56,3.5029,7.675,0.9,metbk_a_dcl_instrument
411,5.867,986.4,3722267189.79,18.16,326.6,1.7,JSON_Data,1,3702353090.17,51.92,port_timestamp,ok,77.97,3.5029,7.676,-0.2,metbk_a_dcl_instrument
412,5.701,986.26,3722267189.79,15.57,321.0,-3.15,JSON_Data,1,3702353122.5,52.27,port_timestamp,ok,78.415,3.5033,7.681,-0.1,metbk_a_dcl_instrument
413,5.581,986.12,3722267189.79,14.04,321.0,-1.97,JSON_Data,1,3702353186.82,52.65,port_timestamp,ok,78.558,3.5032,7.681,0.8,metbk_a_dcl_instrument
414,5.415,986.26,3722267189.79,13.15,322.7,-1.54,JSON_Data,1,3702353251.61,52.07,port_timestamp,ok,77.555,3.5027,7.678,0.9,metbk_a_dcl_instrument
415,5.4,985.85,3722267189.79,14.77,320.8,-3.13,JSON_Data,1,3702353317.45,53.09,port_timestamp,ok,76.477,3.5029,7.677,1.2,metbk_a_dcl_instrument
416,5.476,985.85,3722267189.79,12.39,320.7,-2.04,JSON_Data,1,3702353382.12,52.27,port_timestamp,ok,77.39,3.5027,7.677,1.7,metbk_a_dcl_instrument
417,5.626,985.92,3722267189.79,12.05,300.9,-1.52,JSON_Data,1,3702353607.01,51.65,port_timestamp,ok,74.112,3.5033,7.679,2.6,metbk_a_dcl_instrument
418,5.686,985.92,3722267189.79,13.01,300.9,-1.47,JSON_Data,1,3702353671.31,51.38,port_timestamp,ok,73.688,3.5031,7.677,2.9,metbk_a_dcl_instrument
419,5.844,986.19,3722267189.79,11.18,300.9,-2.45,JSON_Data,1,3702353736.26,51.54,port_timestamp,ok,74.498,3.5031,7.679,3.1,metbk_a_dcl_instrument
420,5.852,985.92,3722267189.79,12.13,300.9,-1.64,JSON_Data,1,3702353800.48,51.13,port_timestamp,ok,72.629,3.5029,7.676,3.2,metbk_a_dcl_instrument
421,5.897,985.57,3722267189.79,11.51,299.6,-2.54,JSON_Data,1,3702353864.85,51.64,port_timestamp,ok,70.606,3.5026,7.676,3.0,metbk_a_dcl_instrument
422,5.92,985.92,3722267189.79,13.08,302.2,-1.32,JSON_Data,1,3702353929.24,51.27,port_timestamp,ok,69.255,3.5031,7.676,3.3,metbk_a_dcl_instrument
423,6.01,985.71,3722267189.79,11.62,303.1,-1.15,JSON_Data,1,3702353963.4,51.61,port_timestamp,ok,70.621,3.5029,7.674,3.2,metbk_a_dcl_instrument
424,6.115,985.92,3722267189.79,11.83,305.1,-0.39,JSON_Data,1,3702354027.81,51.17,port_timestamp,ok,72.28,3.5029,7.674,3.3,metbk_a_dcl_instrument
425,6.1,985.98,3722267189.79,11.78,306.9,0.03,JSON_Data,1,3702354092.14,51.62,port_timestamp,ok,71.053,3.503,7.677,3.3,metbk_a_dcl_instrument
426,6.093,986.61,3722267189.79,12.36,306.5,-1.14,JSON_Data,1,3702354156.56,51.6,port_timestamp,ok,70.545,3.5033,7.681,3.4,metbk_a_dcl_instrument
427,6.123,986.54,3722267189.79,12.23,305.8,-2.55,JSON_Data,1,3702354222.12,51.34,port_timestamp,ok,70.901,3.5031,7.678,3.4,metbk_a_dcl_instrument
428,6.138,986.12,3722267189.79,11.43,303.7,-1.82,JSON_Data,1,3702354287.22,51.62,port_timestamp,ok,71.811,3.503,7.676,3.3,metbk_a_dcl_instrument
429,6.085,986.12,3722267189.79,9.89,285.1,-3.18,JSON_Data,1,3702354511.62,51.85,port_timestamp,ok,71.977,3.503,7.67,2.6,metbk_a_dcl_instrument
430,6.063,986.61,3722267189.8,10.44,281.4,-3.7,JSON_Data,1,3702354576.02,51.06,port_timestamp,ok,71.25,3.5028,7.671,2.5,metbk_a_dcl_instrument
431,5.995,986.33,3722267189.8,11.01,274.2,-3.58,JSON_Data,1,3702354640.77,51.38,port_timestamp,ok,69.703,3.5027,7.669,2.4,metbk_a_dcl_instrument
432,6.063,986.81,3722267189.8,10.5,268.6,-5.17,JSON_Data,1,3702354705.21,51.25,port_timestamp,ok,72.22,3.5033,7.676,2.3,metbk_a_dcl_instrument
433,5.987,985.85,3722267189.8,9.84,266.5,-3.05,JSON_Data,1,3702354769.44,51.73,port_timestamp,ok,72.417,3.5037,7.678,2.1,metbk_a_dcl_instrument
434,5.965,986.05,3722267189.8,10.51,265.5,-3.46,JSON_Data,1,3702354802.47,51.56,port_timestamp,ok,72.205,3.5034,7.675,2.1,metbk_a_dcl_instrument
435,5.965,985.71,3722267189.8,10.5,265.5,-2.49,JSON_Data,1,3702354866.99,51.22,port_timestamp,ok,73.022,3.5033,7.676,2.1,metbk_a_dcl_instrument
436,5.965,986.05,3722267189.8,10.39,265.5,-2.32,JSON_Data,1,3702354931.83,51.67,port_timestamp,ok,73.862,3.5028,7.673,2.1,metbk_a_dcl_instrument
437,5.92,985.64,3722267189.8,10.23,267.3,-3.32,JSON_Data,1,3702354996.65,51.21,port_timestamp,ok,73.613,3.5034,7.678,2.1,metbk_a_dcl_instrument
438,5.927,985.98,3722267189.8,12.07,267.5,-4.05,JSON_Data,1,3702355061.2,51.36,port_timestamp,ok,74.55,3.5027,7.67,1.9,metbk_a_dcl_instrument
439,5.844,985.78,3722267189.8,11.42,266.5,-2.31,JSON_Data,1,3702355127.87,51.43,port_timestamp,ok,75.08,3.5031,7.674,1.9,metbk_a_dcl_instrument
440,5.844,986.05,3722267189.8,11.26,264.9,-2.63,JSON_Data,1,3702355163.59,51.58,port_timestamp,ok,76.454,3.5031,7.675,1.7,metbk_a_dcl_instrument
441,5.852,985.92,3722267189.8,11.15,263.8,-5.3,JSON_Data,1,3702355224.59,51.78,port_timestamp,ok,78.618,3.5031,7.833,1.8,metbk_a_dcl_instrument
442,5.829,985.71,3722267189.8,10.37,262.9,-3.73,JSON_Data,1,3702355353.76,50.92,port_timestamp,ok,78.648,3.5034,7.662,1.6,metbk_a_dcl_instrument
443,5.867,985.64,3722267189.8,9.95,261.5,-3.83,JSON_Data,1,3702355418.11,50.92,port_timestamp,ok,78.678,3.5032,7.671,1.8,metbk_a_dcl_instrument
444,5.889,986.19,3722267189.8,11.4,260.3,-3.98,JSON_Data,1,3702355482.46,51.04,port_timestamp,ok,79.1,3.5033,7.675,1.7,metbk_a_dcl_instrument
445,5.942,986.19,3722267189.8,9.24,258.4,-2.52,JSON_Data,1,3702355547.31,51.51,port_timestamp,ok,79.333,3.5032,7.675,1.9,metbk_a_dcl_instrument
446,5.852,986.12,3722267189.8,11.04,257.9,-3.08,JSON_Data,1,3702355582.45,51.04,port_timestamp,ok,77.299,3.5033,7.675,1.7,metbk_a_dcl_instrument
447,5.957,985.98,3722267189.8,10.24,257.4,-2.0,JSON_Data,1,3702355643.4,51.58,port_timestamp,ok,78.4,3.5033,7.676,1.7,metbk_a_dcl_instrument
448,5.874,986.61,3722267189.8,10.7,256.5,-4.25,JSON_Data,1,3702355707.63,51.97,port_timestamp,ok,77.012,3.5033,7.676,1.7,metbk_a_dcl_instrument
449,5.822,986.26,3722267189.8,10.12,256.9,-2.65,JSON_Data,1,3702355771.86,51.5,port_timestamp,ok,76.363,3.5034,7.679,1.8,metbk_a_dcl_instrument
450,5.867,986.4,3722267189.8,10.08,256.3,-3.92,JSON_Data,1,3702355837.31,51.6,port_timestamp,ok,77.495,3.5034,7.678,1.5,metbk_a_dcl_instrument
451,5.867,985.71,3722267189.8,9.69,257.1,-2.8,JSON_Data,1,3702355901.62,51.26,port_timestamp,ok,77.405,3.5034,7.678,1.8,metbk_a_dcl_instrument
452,5.927,985.98,3722267189.8,9.95,256.0,-3.22,JSON_Data,1,3702355966.44,52.0,port_timestamp,ok,77.864,3.5021,7.665,1.7,metbk_a_dcl_instrument
453,5.829,986.12,3722267189.8,9.91,256.0,-2.39,JSON_Data,1,3702356031.02,51.59,port_timestamp,ok,75.775,3.502,7.667,1.7,metbk_a_dcl_instrument
454,5.92,986.05,3722267189.8,9.6,256.0,-2.3,JSON_Data,1,3702356063.13,51.29,port_timestamp,ok,77.744,3.5022,7.673,1.8,metbk_a_dcl_instrument
455,5.927,985.57,3722267189.8,9.51,259.4,-3.22,JSON_Data,1,3702356321.58,51.52,port_timestamp,ok,77.284,3.5034,7.674,2.0,metbk_a_dcl_instrument
456,6.01,986.05,3722267189.8,7.89,259.8,-2.81,JSON_Data,1,3702356385.86,51.18,port_timestamp,ok,77.412,3.5028,7.668,2.0,metbk_a_dcl_instrument
457,6.017,985.98,3722267189.8,10.42,260.6,-2.15,JSON_Data,1,3702356450.09,51.41,port_timestamp,ok,76.567,3.5025,7.666,2.0,metbk_a_dcl_instrument
458,6.032,985.64,3722267189.8,10.5,260.7,-2.56,JSON_Data,1,3702356482.45,51.68,port_timestamp,ok,75.903,3.5027,7.668,2.1,metbk_a_dcl_instrument
459,6.032,985.85,3722267189.8,10.32,262.1,-2.5,JSON_Data,1,3702356547.9,51.22,port_timestamp,ok,75.91,3.5021,7.663,2.0,metbk_a_dcl_instrument
460,6.093,985.92,3722267189.8,8.64,261.6,-1.72,JSON_Data,1,3702356612.17,51.48,port_timestamp,ok,76.243,3.5023,7.662,1.9,metbk_a_dcl_instrument
461,6.153,985.57,3722267189.8,9.5,262.1,-2.82,JSON_Data,1,3702356676.41,51.53,port_timestamp,ok,78.083,3.5025,7.667,2.0,metbk_a_dcl_instrument
462,6.145,985.92,3722267189.8,9.21,263.2,-2.2,JSON_Data,1,3702356740.66,51.62,port_timestamp,ok,78.407,3.5027,7.669,2.1,metbk_a_dcl_instrument
463,6.13,985.64,3722267189.8,8.89,261.7,-2.42,JSON_Data,1,3702356804.98,51.74,port_timestamp,ok,77.442,3.5027,7.672,2.0,metbk_a_dcl_instrument
464,6.213,985.85,3722267189.8,8.91,261.1,-1.95,JSON_Data,1,3702356869.73,51.64,port_timestamp,ok,78.362,3.5028,7.669,2.1,metbk_a_dcl_instrument
465,6.251,986.33,3722267189.8,8.6,260.2,-2.34,JSON_Data,1,3702356902.45,51.83,port_timestamp,ok,78.783,3.5027,7.67,2.0,metbk_a_dcl_instrument
466,6.296,985.71,3722267189.8,8.33,260.3,-2.46,JSON_Data,1,3702356966.71,51.15,port_timestamp,ok,79.265,3.5029,7.672,1.9,metbk_a_dcl_instrument
467,6.243,986.12,3722267189.8,10.19,260.9,-2.53,JSON_Data,1,3702357223.72,52.39,port_timestamp,ok,75.208,3.5028,7.668,2.0,metbk_a_dcl_instrument
468,6.258,986.12,3722267189.8,9.7,260.9,-2.44,JSON_Data,1,3702357288.5,51.43,port_timestamp,ok,75.601,3.5028,7.671,1.9,metbk_a_dcl_instrument
469,6.386,986.05,3722267189.8,8.88,260.9,-1.72,JSON_Data,1,3702357322.44,51.66,port_timestamp,ok,77.269,3.503,7.67,2.0,metbk_a_dcl_instrument
470,6.281,985.5,3722267189.8,9.56,264.4,-3.06,JSON_Data,1,3702357387.58,52.06,port_timestamp,ok,75.117,3.5032,7.671,2.0,metbk_a_dcl_instrument
471,6.348,985.5,3722267189.8,9.62,265.9,-1.5,JSON_Data,1,3702357455.1,52.41,port_timestamp,ok,75.42,3.5029,7.67,2.0,metbk_a_dcl_instrument
