dim_0,amplitude_beam1,amplitude_beam2,amplitude_beam3,analog1,battery_voltage_dV,date_time_string,driver_timestamp,error_code,heading_decidegree,internal_timestamp,pitch_decidegree,pkt_format_id,pkt_version,preferred_timestamp,pressure_mbar,quality_flag,roll_decidegree,sound_speed_dms,status,stream_name,temperature_centidegree,velocity_beam1,velocity_beam2,velocity_beam3
131,67,65,64,0,116,2017/05/10 21:34:35,3722783895.28,0,1839,3703440875.0,5,JSON_Data,1,internal_timestamp,13187,ok,-30,14803,33,velpt_ab_dcl_diagnostics,744,239,586,603
132,68,69,65,0,116,2017/05/10 21:34:36,3722783895.28,0,1923,3703440876.0,-42,JSON_Data,1,internal_timestamp,13935,ok,-19,14803,33,velpt_ab_dcl_diagnostics,744,101,458,701
133,68,72,64,0,116,2017/05/10 21:34:37,3722783895.28,0,1821,3703440877.0,-25,JSON_Data,1,internal_timestamp,14362,ok,-45,14803,33,velpt_ab_dcl_diagnostics,744,420,145,-1097
134,68,69,66,0,116,2017/05/10 21:34:38,3722783895.28,0,2095,3703440878.0,-10,JSON_Data,1,internal_timestamp,12982,ok,18,14803,33,velpt_ab_dcl_diagnostics,744,-37,-529,-1026
135,66,76,62,0,116,2017/05/10 21:34:39,3722783895.28,0,2144,3703440879.0,97,JSON_Data,1,internal_timestamp,12182,ok,11,14803,33,velpt_ab_dcl_diagnostics,744,-391,-336,939
136,70,69,67,0,116,2017/05/10 21:34:40,3722783895.28,0,2131,3703440880.0,48,JSON_Data,1,internal_timestamp,13006,ok,-23,14803,33,velpt_ab_dcl_diagnostics,744,-942,-838,191
137,71,66,69,0,116,2017/05/10 21:34:41,3722783895.28,0,1808,3703440881.0,108,JSON_Data,1,internal_timestamp,13086,ok,-64,14803,33,velpt_ab_dcl_diagnostics,744,180,11,-479
138,67,69,63,0,116,2017/05/10 21:34:42,3722783895.28,0,1854,3703440882.0,-7,JSON_Data,1,internal_timestamp,13032,ok,-3,14803,33,velpt_ab_dcl_diagnostics,744,118,276,627
139,68,70,63,0,116,2017/05/10 21:34:43,3722783895.28,0,1912,3703440883.0,32,JSON_Data,1,internal_timestamp,13775,ok,-13,14803,33,velpt_ab_dcl_diagnostics,744,-545,551,75
140,66,69,62,0,116,2017/05/10 21:34:44,3722783895.28,0,1757,3703440884.0,-2,JSON_Data,1,internal_timestamp,13757,ok,-67,14803,33,velpt_ab_dcl_diagnostics,744,99,331,-434
141,64,70,63,0,116,2017/05/10 21:34:45,3722783895.28,0,1972,3703440885.0,-22,JSON_Data,1,internal_timestamp,13261,ok,-9,14803,33,velpt_ab_dcl_diagnostics,744,250,-182,-298
142,70,67,63,0,116,2017/05/10 21:34:46,3722783895.28,0,2053,3703440886.0,5,JSON_Data,1,internal_timestamp,12917,ok,-3,14803,33,velpt_ab_dcl_diagnostics,744,-564,-233,453
143,68,66,67,0,116,2017/05/10 21:34:47,3722783895.28,0,1846,3703440887.0,41,JSON_Data,1,internal_timestamp,13385,ok,-50,14803,33,velpt_ab_dcl_diagnostics,744,-217,-235,14
144,65,68,67,0,116,2017/05/10 21:34:48,3722783895.28,0,1622,3703440888.0,23,JSON_Data,1,internal_timestamp,13146,ok,-49,14803,33,velpt_ab_dcl_diagnostics,744,580,34,-659
145,70,67,67,0,116,2017/05/10 21:34:49,3722783895.28,0,1832,3703440889.0,17,JSON_Data,1,internal_timestamp,12472,ok,4,14803,33,velpt_ab_dcl_diagnostics,744,-36,-409,150
146,67,73,66,0,116,2017/05/10 21:34:50,3722783895.28,0,1921,3703440890.0,64,JSON_Data,1,internal_timestamp,12623,ok,-44,14803,33,velpt_ab_dcl_diagnostics,744,-539,-47,927
147,65,70,64,0,116,2017/05/10 21:34:51,3722783895.28,0,1793,3703440891.0,39,JSON_Data,1,internal_timestamp,13554,ok,-61,14803,33,velpt_ab_dcl_diagnostics,744,-629,374,88
148,70,69,69,0,116,2017/05/10 21:34:52,3722783895.28,0,1580,3703440892.0,-9,JSON_Data,1,internal_timestamp,13566,ok,-85,14803,33,velpt_ab_dcl_diagnostics,744,212,565,-337
149,65,67,67,0,116,2017/05/10 21:34:53,3722783895.28,0,1837,3703440893.0,-41,JSON_Data,1,internal_timestamp,13567,ok,-11,14803,33,velpt_ab_dcl_diagnostics,744,516,-142,263
150,68,66,67,0,116,2017/05/10 21:34:54,3722783895.28,0,1947,3703440894.0,-6,JSON_Data,1,internal_timestamp,13880,ok,21,14803,33,velpt_ab_dcl_diagnostics,744,61,-890,270
151,65,65,65,0,116,2017/05/10 21:34:55,3722783895.28,0,1815,3703440895.0,69,JSON_Data,1,internal_timestamp,14094,ok,7,14803,33,velpt_ab_dcl_diagnostics,744,496,-627,-384
152,71,65,71,0,116,2017/05/10 21:34:56,3722783895.28,0,1807,3703440896.0,80,JSON_Data,1,internal_timestamp,13249,ok,53,14803,33,velpt_ab_dcl_diagnostics,744,143,82,-1222
153,68,67,67,0,116,2017/05/10 21:34:57,3722783895.28,0,1782,3703440897.0,9,JSON_Data,1,internal_timestamp,12102,ok,-1,14803,33,velpt_ab_dcl_diagnostics,744,-354,446,313
154,65,69,65,0,116,2017/05/10 21:34:58,3722783895.28,0,1702,3703440898.0,-18,JSON_Data,1,internal_timestamp,12367,ok,-64,14803,33,velpt_ab_dcl_diagnostics,744,-535,327,583
155,66,68,61,0,116,2017/05/10 21:34:59,3722783895.28,0,1669,3703440899.0,-25,JSON_Data,1,internal_timestamp,12798,ok,-81,14803,33,velpt_ab_dcl_diagnostics,744,-700,257,-14
156,69,70,63,0,116,2017/05/10 21:35:00,3722783895.28,0,1552,3703440900.0,-26,JSON_Data,1,internal_timestamp,12970,ok,-86,14803,33,velpt_ab_dcl_diagnostics,744,-15,-160,275
157,66,67,67,0,116,2017/05/10 21:35:01,3722783895.28,0,1561,3703440901.0,0,JSON_Data,1,internal_timestamp,13556,ok,-64,14803,33,velpt_ab_dcl_diagnostics,744,351,-202,288
158,70,68,62,0,116,2017/05/10 21:35:02,3722783895.28,0,1568,3703440902.0,19,JSON_Data,1,internal_timestamp,13885,ok,-54,14803,33,velpt_ab_dcl_diagnostics,744,407,169,24
159,67,71,68,0,116,2017/05/10 21:35:03,3722783895.28,0,1567,3703440903.0,-8,JSON_Data,1,internal_timestamp,13838,ok,-35,14803,33,velpt_ab_dcl_diagnostics,744,549,66,31
160,66,70,73,0,116,2017/05/10 21:35:04,3722783895.28,0,1683,3703440904.0,10,JSON_Data,1,internal_timestamp,13828,ok,-5,14803,33,velpt_ab_dcl_diagnostics,744,323,-240,-55
161,65,61,69,0,116,2017/05/10 21:35:05,3722783895.28,0,1634,3703440905.0,26,JSON_Data,1,internal_timestamp,13774,ok,-10,14803,33,velpt_ab_dcl_diagnostics,744,304,157,-254
162,68,64,63,0,116,2017/05/10 21:35:06,3722783895.28,0,1620,3703440906.0,2,JSON_Data,1,internal_timestamp,13514,ok,3,14803,33,velpt_ab_dcl_diagnostics,744,386,104,-71
163,72,69,64,0,116,2017/05/10 21:35:07,3722783895.28,0,1696,3703440907.0,2,JSON_Data,1,internal_timestamp,13221,ok,26,14803,33,velpt_ab_dcl_diagnostics,744,11,-371,-119
164,71,71,65,0,116,2017/05/10 21:35:08,3722783895.28,0,1697,3703440908.0,29,JSON_Data,1,internal_timestamp,12825,ok,1,14803,33,velpt_ab_dcl_diagnostics,744,-283,-301,-412
165,71,68,65,0,116,2017/05/10 21:35:09,3722783895.28,0,1572,3703440909.0,28,JSON_Data,1,internal_timestamp,12309,ok,-37,14803,33,velpt_ab_dcl_diagnostics,744,-305,60,89
166,66,65,69,0,116,2017/05/10 21:35:10,3722783895.28,0,1550,3703440910.0,2,JSON_Data,1,internal_timestamp,12611,ok,-64,14803,33,velpt_ab_dcl_diagnostics,744,-298,-96,757
167,70,69,62,0,116,2017/05/10 21:35:11,3722783895.28,0,1536,3703440911.0,8,JSON_Data,1,internal_timestamp,13371,ok,-63,14803,33,velpt_ab_dcl_diagnostics,744,-601,52,357
168,64,66,64,0,116,2017/05/10 21:35:12,3722783895.28,0,1418,3703440912.0,-17,JSON_Data,1,internal_timestamp,13617,ok,-86,14803,33,velpt_ab_dcl_diagnostics,744,3,277,-384
169,71,67,63,0,116,2017/05/10 21:35:13,3722783895.28,0,1525,3703440913.0,-33,JSON_Data,1,internal_timestamp,13172,ok,-38,14803,33,velpt_ab_dcl_diagnostics,744,408,279,-223
170,64,68,71,0,116,2017/05/10 21:35:14,3722783895.28,0,1636,3703440914.0,-21,JSON_Data,1,internal_timestamp,13164,ok,-14,14803,33,velpt_ab_dcl_diagnostics,744,142,69,643
171,66,65,67,0,116,2017/05/10 21:35:15,3722783895.28,0,1611,3703440915.0,-8,JSON_Data,1,internal_timestamp,14142,ok,-25,14803,33,velpt_ab_dcl_diagnostics,744,4,-272,700
172,65,72,68,0,116,2017/05/10 21:35:16,3722783895.28,0,1499,3703440916.0,6,JSON_Data,1,internal_timestamp,14610,ok,-29,14803,33,velpt_ab_dcl_diagnostics,744,820,-334,-714
173,69,67,67,0,116,2017/05/10 21:35:17,3722783895.28,0,1630,3703440917.0,50,JSON_Data,1,internal_timestamp,13725,ok,36,14803,33,velpt_ab_dcl_diagnostics,744,525,-200,-1014
174,66,70,67,0,116,2017/05/10 21:35:18,3722783895.28,0,1691,3703440918.0,44,JSON_Data,1,internal_timestamp,12608,ok,38,14803,33,velpt_ab_dcl_diagnostics,744,-91,-46,-491
175,70,67,64,0,116,2017/05/10 21:35:19,3722783895.28,0,1654,3703440919.0,26,JSON_Data,1,internal_timestamp,12100,ok,-6,14803,33,velpt_ab_dcl_diagnostics,744,-697,330,74
176,70,68,62,0,116,2017/05/10 21:35:20,3722783895.28,0,1539,3703440920.0,-45,JSON_Data,1,internal_timestamp,12377,ok,-79,14803,33,velpt_ab_dcl_diagnostics,744,-994,184,778
177,68,65,68,0,116,2017/05/10 21:35:21,3722783895.28,0,1537,3703440921.0,-33,JSON_Data,1,internal_timestamp,13360,ok,-109,14803,33,velpt_ab_dcl_diagnostics,744,-807,462,529
178,66,68,65,0,116,2017/05/10 21:35:22,3722783895.28,0,1409,3703440922.0,-54,JSON_Data,1,internal_timestamp,13613,ok,-95,14803,33,velpt_ab_dcl_diagnostics,744,290,349,-683
179,65,69,67,0,116,2017/05/10 21:35:23,3722783895.28,0,1901,3703440923.0,-4,JSON_Data,1,internal_timestamp,13125,ok,16,14803,33,velpt_ab_dcl_diagnostics,744,143,-427,-270
180,67,65,63,0,116,2017/05/10 21:35:24,3722783895.28,0,1767,3703440924.0,40,JSON_Data,1,internal_timestamp,12991,ok,-25,14803,33,velpt_ab_dcl_diagnostics,744,-378,-257,162
181,73,74,64,0,116,2017/05/10 21:35:25,3722783895.28,0,1571,3703440925.0,14,JSON_Data,1,internal_timestamp,13161,ok,-67,14803,33,velpt_ab_dcl_diagnostics,744,183,-24,350
182,71,68,64,0,116,2017/05/10 21:35:26,3722783895.28,0,1657,3703440926.0,8,JSON_Data,1,internal_timestamp,13525,ok,-35,14803,33,velpt_ab_dcl_diagnostics,744,11,497,190
183,74,68,64,0,116,2017/05/10 21:35:27,3722783895.28,0,1753,3703440927.0,-22,JSON_Data,1,internal_timestamp,13668,ok,-28,14803,33,velpt_ab_dcl_diagnostics,744,-222,478,300
184,66,69,64,0,116,2017/05/10 21:35:28,3722783895.28,0,1661,3703440928.0,-25,JSON_Data,1,internal_timestamp,13846,ok,-57,14803,33,velpt_ab_dcl_diagnostics,744,560,4,-362
185,66,65,63,0,116,2017/05/10 21:35:29,3722783895.28,0,1858,3703440929.0,16,JSON_Data,1,internal_timestamp,13436,ok,21,14803,33,velpt_ab_dcl_diagnostics,744,638,-639,-269
186,65,70,63,0,116,2017/05/10 21:35:30,3722783895.28,0,1967,3703440930.0,60,JSON_Data,1,internal_timestamp,13142,ok,32,14803,33,velpt_ab_dcl_diagnostics,745,-89,-327,-126
187,67,69,66,0,116,2017/05/10 21:35:31,3722783895.28,0,1978,3703440931.0,62,JSON_Data,1,internal_timestamp,12948,ok,-7,14803,33,velpt_ab_dcl_diagnostics,745,-512,379,-149
188,66,66,63,0,116,2017/05/10 21:35:32,3722783895.28,0,1963,3703440932.0,28,JSON_Data,1,internal_timestamp,12867,ok,-50,14803,33,velpt_ab_dcl_diagnostics,745,-468,490,407
189,70,71,65,0,116,2017/05/10 21:35:33,3722783895.28,0,1863,3703440933.0,-10,JSON_Data,1,internal_timestamp,13257,ok,-68,14803,33,velpt_ab_dcl_diagnostics,745,-375,242,678
190,69,68,69,0,116,2017/05/10 21:35:34,3722783895.28,0,1810,3703440934.0,-10,JSON_Data,1,internal_timestamp,14027,ok,-58,14803,33,velpt_ab_dcl_diagnostics,745,409,17,162
191,67,71,67,0,116,2017/05/10 21:35:35,3722783895.28,0,1830,3703440935.0,12,JSON_Data,1,internal_timestamp,13867,ok,-6,14803,33,velpt_ab_dcl_diagnostics,745,518,-22,-1230
192,69,67,68,0,116,2017/05/10 21:35:36,3722783895.28,0,2150,3703440936.0,-17,JSON_Data,1,internal_timestamp,12273,ok,52,14803,33,velpt_ab_dcl_diagnostics,745,-144,38,-1000
193,63,67,64,0,116,2017/05/10 21:35:37,3722783895.28,0,2092,3703440937.0,57,JSON_Data,1,internal_timestamp,11658,ok,-68,14803,33,velpt_ab_dcl_diagnostics,745,-328,-105,961
194,68,69,65,0,116,2017/05/10 21:35:38,3722783895.28,0,2023,3703440938.0,75,JSON_Data,1,internal_timestamp,12616,ok,-75,14803,33,velpt_ab_dcl_diagnostics,745,-936,-162,1047
195,69,68,68,0,116,2017/05/10 21:35:39,3722783895.28,0,1784,3703440939.0,54,JSON_Data,1,internal_timestamp,13518,ok,-104,14803,33,velpt_ab_dcl_diagnostics,745,-384,-211,29
196,68,69,65,0,116,2017/05/10 21:35:40,3722783895.28,0,1843,3703440940.0,31,JSON_Data,1,internal_timestamp,13577,ok,-48,14803,33,velpt_ab_dcl_diagnostics,745,186,65,121
197,66,66,62,0,116,2017/05/10 21:35:41,3722783895.28,0,2004,3703440941.0,15,JSON_Data,1,internal_timestamp,13951,ok,-1,14803,33,velpt_ab_dcl_diagnostics,745,-80,-227,348
198,73,67,67,0,116,2017/05/10 21:35:42,3722783895.28,0,1840,3703440942.0,32,JSON_Data,1,internal_timestamp,14504,ok,-27,14803,33,velpt_ab_dcl_diagnostics,745,443,-16,-511
199,69,74,65,0,116,2017/05/10 21:35:43,3722783895.28,0,1840,3703440943.0,25,JSON_Data,1,internal_timestamp,13876,ok,32,14803,33,velpt_ab_dcl_diagnostics,745,531,132,-1015
